session_duration,num_commands,num_failed_logins,num_success_logins,unique_usernames,unique_passwords,has_download,num_downloads,avg_inter_cmd_time,cmd_entropy,has_wget_curl,has_chmod_exec,geo_country,hour_of_day,src_ip_reputation,label
1353.5138898665064,4,0,1,1,1,0,0,4.37469093441163,1.9217763506716758,0,0,GB,14,73.59901449818673,0
1627.9855029586756,5,1,1,1,1,0,0,6.961669189969882,2.3747449806052305,0,0,PK,19,88.57021238867677,0
852.7299776123245,6,1,1,1,1,0,0,7.153052381377093,1.5443966052530078,0,0,DE,10,85.41502933636554,0
78.06689084401548,49,47,1,1,9,1,3,1.0205906209409537,4.410909013358513,1,1,US,7,5.43144238665648,1
865.6076618997366,8,0,1,1,1,0,0,2.603675129988676,2.4230507952183746,0,0,PK,19,95.77153309944667,0
231.73402254163898,1,2,1,1,1,0,0,6.299832563708299,1.5114275447219447,0,0,US,17,93.96683534280035,0
214.1866640900539,15,50,0,1,13,1,4,0.709876054693645,3.501183856253143,1,1,RU,6,4.024663444481695,1
1741.0682809357177,5,1,1,1,1,0,0,5.941042587520845,2.4580967959076183,0,0,US,8,85.5026219745107,0
268.0306705687944,18,20,1,5,8,1,5,0.5882307388133649,4.2822863268927644,1,0,US,18,38.171866379224404,1
1547.0215506992383,10,1,1,1,1,0,0,4.922568177037641,1.993528470001034,0,0,DE,13,74.58063790125667,0
915.9748806614027,1,0,1,1,1,1,0,7.1405644209005565,1.935087507492906,0,0,PK,8,99.50758303749464,0
1610.4567934087813,10,1,1,1,1,0,0,2.149609568816558,1.3580733785237966,0,0,US,17,84.68756611829882,0
736.6643722192944,5,0,1,1,1,0,0,9.906802047549053,1.4726137372706527,0,0,US,17,94.1400990025032,0
1422.0993919983162,2,0,1,1,1,0,0,2.549534330973475,2.0908981191210567,0,0,GB,11,81.50943018417085,0
1716.5850978413368,8,0,1,1,1,0,0,8.513615687808166,1.047550334879861,0,0,DE,17,85.9799263675622,0
928.8240162050196,6,1,1,1,1,0,0,9.50329577057674,1.9207636348579638,0,0,GB,13,86.8663270138548,0
400.69426667604864,4,2,1,1,1,0,0,6.941672686861016,1.8711939540141675,0,0,GB,13,98.50553610432718,0
510.92184267967,4,2,1,1,1,1,0,7.068388409280112,2.0480487188210974,0,0,PK,18,89.7117654864982,0
10.29962114196321,36,5,0,3,3,1,4,0.3833274019994908,4.1168961153609835,1,1,PK,16,22.772790560777487,1
195.6870113004347,20,46,1,5,4,1,4,0.9209543337073011,4.48073723992673,1,0,CN,5,0.20804480891809973,1
1700.8645880654774,10,1,1,1,1,0,0,2.057497247451761,1.2173114255949642,0,0,GB,19,87.08685399743104,0
1741.8695466075405,10,0,1,1,1,0,0,7.668032304006181,1.3217601428085064,0,0,US,8,77.8691599223413,0
1308.4963264864057,9,1,1,1,1,0,0,3.1581955357715508,2.080034642379931,0,0,DE,10,74.07152121186924,0
1145.8057061365955,5,2,1,1,1,1,0,3.558339337673708,1.8376028458394507,0,0,US,11,83.41873519184372,0
159.01596179287833,33,15,1,4,11,1,0,1.8202634619222,4.201256729761917,1,1,CN,20,3.03175197689717,1
32.712350925414675,5,31,0,4,19,1,3,1.6287390074056531,4.468225501771999,1,1,RU,14,23.106790642258318,1
253.50924415426238,4,1,1,1,1,1,0,5.991721843460386,2.6506425379202936,0,0,US,17,70.11775313162836,0
1474.107625242809,9,2,1,1,1,0,0,6.933198808769886,1.3720587153220205,0,0,GB,12,71.08650424141963,0
1748.6536304445876,1,1,1,1,1,0,0,4.60818053218274,2.190959905961045,0,0,US,8,89.07049522616953,0
905.7991119734564,4,0,1,1,1,0,0,6.490345220210783,2.0954040260310447,0,0,US,17,96.01451549309859,0
274.86770861108147,20,42,1,2,4,1,0,1.3929815606732603,4.851975784470085,1,0,PK,7,30.39498341904631,1
68.67840285046074,35,37,1,4,13,1,4,0.6597402432158432,3.7745280938132635,0,1,CN,16,35.26502867707423,1
468.55319407094777,1,2,1,1,1,0,0,4.898627987980786,2.9456644411534345,0,0,US,19,92.44673576409045,0
164.3133092511972,6,46,1,1,7,1,3,0.5947139207825142,4.460214219363739,0,0,RU,12,28.519289412722436,1
550.182059171391,5,1,1,1,1,1,0,5.223384828421641,1.2789905853479542,0,0,US,17,89.45623102418826,0
163.06809783021785,44,23,1,3,13,0,2,1.0670922450313616,3.565721543111695,0,1,RU,13,27.82805914168456,1
44.58510909408818,10,36,1,2,10,1,0,0.45153970574170177,3.6625624843864264,1,1,US,3,31.58753215480153,1
97.6854593077019,46,18,0,2,9,1,2,0.9957208076214465,4.736857308716707,1,0,US,13,31.70917665891202,1
1655.926934831289,8,1,1,1,1,1,0,8.538373177003535,1.0103145916068865,0,0,DE,11,84.44857788445549,0
60.639381662603846,22,37,0,4,12,0,3,0.9982864860672145,4.62124708560098,1,1,CN,17,9.026545193930913,1
1799.9269740007671,3,1,1,1,1,1,0,7.274584747526966,1.2209540632131108,0,0,DE,17,82.36818162128965,0
158.25802285603297,3,30,0,4,17,1,5,0.24560892631271555,4.975111618137453,1,1,US,18,26.10790072117672,1
1323.8311729812447,10,2,1,1,1,1,0,5.105123836725048,2.4088692932420015,0,0,GB,12,83.8113834073912,0
873.0650627681648,10,0,1,1,1,0,0,5.055257956500523,2.479753269805336,0,0,US,13,73.79934620110605,0
1368.3686773409984,1,1,1,1,1,0,0,5.317181037733975,2.583346213281229,0,0,PK,9,97.21036481079773,0
176.53787000053407,6,36,0,1,7,0,3,1.3985964362418497,4.258655145945303,0,1,PK,12,32.1512049143814,1
217.45627435401062,26,46,0,5,9,0,1,0.9572307517757124,4.024568690142377,0,1,US,16,16.953148651534477,1
93.00235362368466,49,9,1,1,5,1,3,0.4885807474600441,4.202033324697406,1,1,RU,5,19.486511873718403,1
12.19910499132994,9,29,1,1,20,1,2,0.7412006488455525,3.900921271226402,1,0,CN,19,38.700810207706084,1
607.5641283811506,4,0,1,1,1,0,0,4.1268395923586025,1.6289092471100297,0,0,DE,17,76.21370354916897,0
184.16894267836216,48,29,0,2,13,1,3,1.0399599287530488,3.582211047157999,0,1,CN,3,25.19973308661698,1
542.5122464045004,4,2,1,1,1,0,0,3.756307246686853,1.6057762942484681,0,0,GB,12,84.80955897490804,0
249.251954941729,31,41,0,3,9,1,2,0.6947206749921038,3.958246683834653,1,1,CN,9,8.114024411522124,1
931.310517306875,8,0,1,1,1,1,0,5.555911743496601,1.6868088623413917,0,0,US,9,99.70628351951878,0
1759.9811610857964,2,1,1,1,1,1,0,9.328664475006688,2.3048183655477437,0,0,GB,17,92.48047324781311,0
1362.1731459118905,10,2,1,1,1,0,0,7.529617484269321,1.9142075346610052,0,0,PK,15,98.7555557865877,0
1456.4113120877998,1,2,1,1,1,0,0,6.937256677668404,2.9659058554505044,0,0,US,9,96.96523818861363,0
175.6211294581474,10,0,1,1,1,0,0,2.1691693066598594,1.412444525396104,0,0,PK,12,72.29465613145693,0
286.6962673057759,31,41,1,3,10,1,5,0.9140335011458497,4.215775512763569,0,0,PK,16,29.85241578133583,1
